game_name,app_id,review_id,review_text,voted_up,votes_up,playtime_forever
Resident Evil 4,2050650,210308378,Peak Gaming,True,0,1003
Resident Evil 4,2050650,210292994,Awesome.,True,0,7921
Resident Evil 4,2050650,210288173,"One of the most best remakes I have had the pleasure of playing. Even though a few things have been cut, its still an amazing game nonetheless.",True,0,1599
Resident Evil 4,2050650,210287194,Great game!,True,0,2546
Resident Evil 4,2050650,210262374,9/10,True,0,3008
Resident Evil 4,2050650,210250159,Best remake so far,True,0,3329
Resident Evil 4,2050650,210245992,ASS,False,0,3602
Resident Evil 4,2050650,210240383,This masterpiece is the best Resident Evil game for ever. It's not the most scary like 7 or 2 but this is without a doubt the most fun and badass to play.,True,0,4638
Resident Evil 4,2050650,210239208,"Main story: Good
Separate ways: Bad
The Mercenaries: Mixed
Replayable content: Extremely bad

About main story: Overall, it's been remade just right, and I have no complaints.

Separate ways: Both the story and difficulty leave me with mixed feelings. Especially the fact that Wesker comes to the location feels like a major disconnect.
Also, in terms of difficulty, unlike the main story, there's no armor or even a substitute for it (except for the cap as a clear bonus), so even the standard difficulty feels like HARDCORE level.

The Mercenaries: Fun, except for the ""loading docks"".

Replayable content: I'm quite dissatisfied. Particularly, the inconsistency of the parry system was extremely frustrating. Hearing the knife sound during a parry attempt only to actually get hit was infuriating. (It seems the parry sound occasionally plays even when you take damage, likely due to timing). This happened frequently, especially on PROFESSIONAL difficulty.
I also dislike elements like enemies only placed in PROFESSIONAL mode (especially towards the end of CHAPTER 12).
Furthermore, as mentioned earlier, damage output becomes a major issue in Separate Ways. I couldn't complete PROFESSIONAL S+ without stress.
As for the remaining The Mercenaries mode, the final stage, LOADING DOCKS, completely saps my motivation to get S++ with all characters. Chaos is enough with MODs...",True,0,7990
Resident Evil 4,2050650,210233566,the game quality is fire,True,0,5085
Resident Evil 4,2050650,210231714,"Baby, join me in death
Baby, join me in death
Baby, join me in death

We are so young
Our lives have just begun
But already, we are considering
Escape from this world
And we've waited for so long
For this moment to come
We're so anxious to be together
Together in death

Whoa-oh

Won't you die tonight for love?
Baby, join me in death
Won't you die?
Baby, join me in death
But won't you die tonight for love?
Baby, join me in death

This world is a cruel place
And we're here only to lose
So, before life tears us apart
Let death bless me with you

Whoa-oh

Won't you die tonight for love?
Baby, join me in death
So, won't you die?
Baby, join me in death
But won't you die tonight for love?
Baby, join me in death
Join me in death

Whoa-oh

This life ain't worth livin'
This life, it ain't worth livin'
(Join me, join me, join me, join me)
This life, it ain't worth livin'
(Join me, join me)
This life ain't worth livin'

Won't you die tonight for love?
Baby, join me in death
So, won't you die?
Baby, join me in death
But won't you die tonight for love?
Baby, join me in death

Baby, join me in death

(The sequel)",True,0,905
Resident Evil 4,2050650,210225439,peak game best 40 bones spent,True,0,3743
Resident Evil 4,2050650,210219015,Never got into the re4 hype but this rly lived up to the hype.,True,0,1056
Resident Evil 4,2050650,210209301,👍,True,0,4812
Resident Evil 4,2050650,210208667,Classic game just better graphics and with more to do.,True,0,1474
Resident Evil 4,2050650,210208567,very good remake,True,0,644
Resident Evil 4,2050650,210197921,"My first Resident Evil game, not huge into Horror but I got through it so you can to!",True,0,926
Resident Evil 4,2050650,210183417,"My favorite RE, good re-play value, Ada's DLC is great",True,0,3981
Resident Evil 4,2050650,210180407,"The game is so so so amazing and insane!
First of all, Ashley is interesting and seems more mature and smarter+she is not boring with her voice like in the original game RE (2005).
From my opinion, Leon is the best protagonist+agent of RE games.
Ada is as always the most dominant character in the game. ^-^
Bitores Mendez looks like Tyrant's brother (with hat) from RE2. :D
I like the new player costumes.
You can get more of ptas from a merchant than in RE (2005) including a trade and weapons looks powerful.
From my experience, I can say that in RE (2005) is more difficult to kill the enemy (for example Del Lago), while in RE Remake it is easier to perform an attack+moving seems better.
I love every detail done in all the chapters, also the puzzles are easier to solve than in RE (2005).
I will play this game at least 3 more times because it is so exciting to play and it feels like real.
I recommend to everyone!
The best game ever + the best couple Leon & Ada *.*",True,0,898
Resident Evil 4,2050650,210178081,"good
",True,0,4064
Resident Evil 4,2050650,210175657,what a game,True,0,1538
Resident Evil 4,2050650,210173765,love it.,True,0,7819
Resident Evil 4,2050650,210159443,"I was ready to be the biggest hater because Resident Evil 4 05 is one of my favorite games of all time, but nah, it's just as good if not better. Great get on sale.",True,0,5928
Resident Evil 4,2050650,210145769,"Many of my hours in game are simply leaving it open. This game represents everything wrong with modern day shooters being slow-brained garbage. Everything wrong with it:

- Graphics are atrocious. Absolutely everything is grey and lifeless. Why is this a thing? It's getting tired
- Obligatory low FOV because that's standard nowadays. ""Hurr durr that thing that restricts your field of view below natural eye levels and makes players nauseous - we're going to keep doing it""
- Takes five seconds to reload - the entire challenge of the game is not really ability but willingness to tolerate all the artificial challenges (low accuracy weapons, long reloads, low ammo, awkward player movement)
- Every vase you break involves a 1-2 second long animation (lol)
- Other unskippable cut-scenes/animations (should NEVER be a thing)
- Enemies sometimes have five (or more) second long dying animations wherein you can't tell if they're still alive or where you simply have to wait all that time to pick up the drops
- Can't strafe
- Can't jump
- Reload doesn't work unless you wait until Leon finishes doing everything completely (like switching the weapon, etc) - every single thing in the game is designed to make you wait and prevent you from playing fast
- Doesn't respect Steam binds - you hit Shift+Tab to bring up the Overlay, and the game brings up the inventory or Photo Mode every single time - then the game doesn't respect Windows keys - you press Esc to exit Photo Mode or what-have-you and it doesn't work. Nope; the one key that's been used to exit menus and things for decades on Windows machines won't work here!
- Can't unload weapons - if a gun is loaded with ammo, the ammo can't be used in another gun which uses the same type
- Can't mute the NPC's constant nonsensical chatter despite the dialogue being muted - chatter can be extremely annoying and loud though adjacent walls and things
- Can't craft while attempting to pick up an item - you have to, of course, given the game, exit your inventory, re-enter, craft, exit, re-pickup the item. lol. Once again, EVERYTHING in this game is designed to make you click and navigate as much as possible and artificially engage you

This game is a joke. A joke raking in the money for a AAA company because people are getting dumber and dumber.",False,0,5145
Resident Evil 4,2050650,210114114,Plays amazing on the steam deck love the puzzles and combat as well as the story now I’m gonna go play some bingo,True,0,104
Resident Evil 4,2050650,210111445,"Was a remake of RE4 necessary? No, but they did an amazing job with it. You should get RE4 Remake as well as the original. Both games are distinct enough to provide different experiences while Remake is still faithful to the original where it counts.

The story is less campy than the original but still has its over the top moments.

The combat is extremely addictive and there's tones of variety and different strategies that will make multiple replays worth while.

The length feels right. It's definitely longer than RE2 and comparable to the original RE4. If you complete the extra objectives on hardcore, you can expect at least 30 hours for your first playthrough. Like the original, this game is meant to be played through more than once, as evidenced by some weapons and accessories only being available for subsequent playthroughs.",True,0,2785
Resident Evil 4,2050650,210099818,Ashley continues to be an annoying bitch.,True,1,1275
Resident Evil 4,2050650,210093626,w game,True,1,786
Resident Evil 4,2050650,210092350,Absolute Cinema. 10/10 experience,True,0,1181
Resident Evil 4,2050650,210061903,Masterpiece <3,True,0,2718
Resident Evil 4,2050650,210023891,WOW,True,0,361
Resident Evil 4,2050650,210023596,"Contender for the best (Action) Resident Evil of all time, for sure.

Gameplay was remixed, refined and redefined to a degree I never would've thought possible for the original RE4. The amount of depth, replayability and skill expression is off the charts for a singleplayer horror game.

The unique art style of the original is lost, but in its place is something much more familiar to fans of the newer RE games. The story attempts to recontextualize the characters and events as being ultra-serious, and mostly does a mediocre job at it. Pretty much any changes relating to the characters and story were disappointments, but they didn't ruin the experience.

The general combat leans more into the Survival-Horror aspects of the series. Staple elements of the original game's design such as staggering enemies with a single headshot are now based on RNG and your weapon of choice, enemies will often drop crafting resources, forcing you to craft the ammo you want instead of being forced to use what the game gives you. Ashley is no longer stuck standing still or glued to your back, instead behaving mostly independent of you, which creates a lot of frustration as she is relegated to being incapacitated in one hit, and killed in a second hit instead of having her own manageable health bar as in the original.",True,0,11152
Resident Evil 4,2050650,210017371,"Use knife to save ammo ❎

Use ammo to save knife ✅",True,1,3645
Resident Evil 4,2050650,210008684,"This game, was so fun for me I played the Main History around 4 times plus Separate Ways. It has a great re-playability value. It let me remember the original many times and it was really entertaining to see the changes they made from the original, and there was more cohesion in some part of the original plot. The style and feeling was really good, some aspects were different from the original of course, but others remembered me to that version. I do recommend this version to players that have played the original and people who hasn't.",True,0,5911
Resident Evil 4,2050650,210004680,Aurafarming simulator,True,0,1202
Resident Evil 4,2050650,210003637,"leon in cat ears...



That is all...",True,0,2493
Resident Evil 4,2050650,210001353,"I Love You, Ada Wong ❤️‍🔥",True,0,1037
Resident Evil 4,2050650,209996052,"If you love Resident Evil, you will love this!",True,0,742
Resident Evil 4,2050650,209990660,Juegazo,True,1,1630
Resident Evil 4,2050650,209987143,All aspects of this game are exceptional. Play it!!!,True,0,2527
Resident Evil 4,2050650,209986554,this resident is definitely evil,True,0,687
Resident Evil 4,2050650,209984637,Honestly if you're looking for a great story thats replayable and friendly for 100%'ers,True,0,4224
Resident Evil 4,2050650,209984481,"Very good game, love it",True,0,2073
Resident Evil 4,2050650,209980634,"Great story line, small but useful weapon selection",True,0,2060
Resident Evil 4,2050650,209977183,TE COGI!!!,True,0,1570
